city,county
Catthorpe,Leicestershire
Craigs,Causeway Coast and Glens
Drayton Saint Leonard,Oxfordshire
Amesbury,Wiltshire
Stoke Canon,Devon
Maesycwmmer,Caerphilly
Tidcombe,Wiltshire
Lechlade,Gloucestershire
Warnham,West Sussex
Eabost,Highland
Shincliffe,Durham
Dreghorn,North Ayrshire
Northmoor,Oxfordshire
Dinas,Gwynedd
Perranuthnoe,Cornwall
Hepworth,Suffolk
Baginton,Warwickshire
Dundrennan,Dumfries and Galloway
Llanddewi Ystradenny,Powys
Beedon Hill,West Berkshire
East Tisted,Hampshire
South Nutfield,West Sussex
Hawkesbury Upton,South Gloucestershire
Biddenham,Bedford
Glentworth,Lincolnshire
Fincham,Norfolk
Holbeck,Nottinghamshire
Addiewell,West Lothian
Alvington,Gloucestershire
Craigs Lower,Causeway Coast and Glens
Wyke,Bradford
Salthouse,Norfolk
Bugthorpe,East Riding of Yorkshire
Aberford,Leeds
Silverton,Devon
Mungrisdale,Cumbria
Hutton,East Riding of Yorkshire
Hawkwell,Essex
Cowbit,Lincolnshire
Hardwick,Norfolk
Littleover,Derby
Penmark,"Vale of Glamorgan, The"
Wetleyrocks,Staffordshire
Colnbrook,Slough
Stockingford,Warwickshire
Swalecliffe,Kent
Littleborough,Nottinghamshire
Edlingham,Northumberland
Adstone,Northamptonshire
Clayton West,Kirklees
Clynnog-fawr,Gwynedd
Saint Lawrence,Pembrokeshire
Walmsgate,Lincolnshire
Wombourn,Staffordshire
West Challow,Oxfordshire
Chapeltown,"Newry, Mourne and Down"
Bushmills,Causeway Coast and Glens
Eardisland,Herefordshire
Great Everdon,Northamptonshire
Strathdon,Aberdeenshire
West Bridgford,Nottinghamshire
Llandyssil,Powys
Eatington,Warwickshire
Kettleburgh,Suffolk
Ireby,Cumbria
Gwenddwr,Powys
Northcott,Devon
Rushock,Worcestershire
Portskewett,Monmouthshire
Ecclesall,Sheffield
Greenlaw,"Scottish Borders, The"
Kilnsey,North Yorkshire
Moulton,Northamptonshire
Caio,Carmarthenshire
New Pitsligo,Aberdeenshire
Carno,Powys
Bearsden,East Dunbartonshire
Duthil,Highland
Deptford,Wiltshire
Bracadale,Highland
Mitcham,Merton
Meare,Somerset
Bovevagh,Causeway Coast and Glens
Brockhall,Northamptonshire
Flaxley,Gloucestershire
Broadwoodkelly,Devon
Flemingston,"Vale of Glamorgan, The"
Teviothead,"Scottish Borders, The"
Acklington,Northumberland
Ansty,Warwickshire
Astwick,Central Bedfordshire
Mulben,Moray
Sandwell,Sandwell
East Buckland,Devon
Tole,Highland
Selham,West Sussex
Lambeg,Lisburn and Castlereagh
Bottesford,North Lincolnshire
Hucclecote,Gloucestershire
Armadale,West Lothian
Hawthorn,Wiltshire
Duxford,Cambridgeshire
Choppington,Northumberland
Manaton,Devon
Leighton,Shropshire
Huggate,East Riding of Yorkshire
Ashiesteel,"Scottish Borders, The"
Draycott in the Moors,Staffordshire
Beesby,Lincolnshire
Llandybie,Carmarthenshire
Broadwater,West Sussex
Barnstaple,Devon
Milton Abbot,Devon
Bray Court,Windsor and Maidenhead
Shilton,Oxfordshire
Exbury,Hampshire
Slaithwaite,Kirklees
Cynwyd,Denbighshire
Lawley Bank,Telford and Wrekin
Hougham,Kent
Colmworth,Bedford
Church Hill,"Armagh, Banbridge and Craigavon"
Advie,Highland
Rimington,Lancashire
Souldrop,Bedford
Euxton,Lancashire
Garlinge,Kent
Langley,Cheshire East
Spridlington,Lincolnshire
Mackworth,Derby
Bartlow,Cambridgeshire
Winterborne Abbas,Dorset
Golspie,Highland
Shadoxhurst,Kent
Saint Ishmael,Carmarthenshire
Grassington,North Yorkshire
Sutton,Cheshire West and Chester
Nether Button,Orkney Islands
Cranwell,Lincolnshire
Hornchurch,Havering
Saint Mellons,Cardiff
Cold Norton,Essex
Barston,Solihull
Highfield,East Riding of Yorkshire
West Woodhay,West Berkshire
Salford,Salford
Chapel en le Frith,Derbyshire
Langley,Northumberland
Tamerton Foliot,Plymouth
Wauldby,East Riding of Yorkshire
Llanddeusant,Isle of Anglesey
Beattock,Dumfries and Galloway
Dinwoodie Mains,Dumfries and Galloway
Walton upon Thames,Surrey
Stokenchurch,Buckinghamshire
Dunbog,Fife
Winterborne Stickland,Dorset
Dunfermline,Fife
Farleigh,Surrey
Hucknall under Huthwaite,Nottinghamshire
Castleford,Wakefield
Totland,Isle of Wight
Springside,North Ayrshire
Crumlin,Antrim and Newtownabbey
Cotehill,Cumbria
Billingford,Norfolk
Coverham,North Yorkshire
Pen-y-banc,Carmarthenshire
Ingleby,North Yorkshire
Shireoaks,Nottinghamshire
Tan-y-Bwlch,Gwynedd
Snetterton,Norfolk
Bassendean,"Scottish Borders, The"
Mansel Gamage,Herefordshire
Auchencairn,Dumfries and Galloway
Banbridge,"Armagh, Banbridge and Craigavon"
Otford,Kent
Kirby Wiske,North Yorkshire
Hartwood,North Lanarkshire
Woodhorn,Northumberland
Aultgrishin,Highland
Clune,Highland
Salfords,Surrey
Seaford,East Sussex
Woolacombe,Devon
Swinton,"Scottish Borders, The"
Checkley,Cheshire East
Buxhall,Suffolk
Drumfearn,Highland
Byers Green,Durham
Southam,Warwickshire
Shrawley,Worcestershire
Lifton,Devon
Racks,Dumfries and Galloway
Liverpool,Liverpool
Withington,Herefordshire
Llanbadarn-fawr,Ceredigion
Cranagh,Derry and Strabane
Ratlinghope,Shropshire
Bray,Windsor and Maidenhead
Blackwell,Derbyshire
Hill Head,Hampshire
Little Welnetham,Suffolk
Pant,Shropshire
Saleby,Lincolnshire
Milford,Staffordshire
Upham,Hampshire
Wraxall,Somerset
Worting,Hampshire
Scardans Lower,Fermanagh and Omagh
Balkissock,South Ayrshire
Cilgerran,Pembrokeshire
Perry Barr,Birmingham
Newcastleton,"Scottish Borders, The"
Aghanloo,Causeway Coast and Glens
Ffestiniog,Gwynedd
Sculthorpe,Norfolk
Stowbridge,Norfolk
Stanground,Peterborough
Norton Bavant,Wiltshire
Marytavy,Devon
Mealsgate,Cumbria
Wilford,Nottinghamshire
Little Compton,Warwickshire
Hursley,Hampshire
Lower Dounreay,Highland
Templecombe,Somerset
Dumbarton,West Dunbartonshire
Askerswell,Dorset
Whitford,Flintshire
Harton,South Tyneside
Kilnwick,East Riding of Yorkshire
Drumwhirn,Dumfries and Galloway
Renfrew,Renfrewshire
Fordell,Fife
Needingworth,Cambridgeshire
Alderbury,Wiltshire
Montgomery,Powys
Llanwrtyd Wells,Powys
Monknash,"Vale of Glamorgan, The"
Forton,Telford and Wrekin
Frampton Cotterell,South Gloucestershire
Park Street,Hertfordshire
Artfield,Dumfries and Galloway
Langstone,Hampshire
Ullingswick,Herefordshire
Burton Agnes,East Riding of Yorkshire
Twdweiliog,Gwynedd
Dunipace,Falkirk
Bow Brickhill,Milton Keynes
Glengyle,Stirling
Rathen,Aberdeenshire
Cartworth,Kirklees
West Langdon,Kent
Hwlffordd,Pembrokeshire
Timsbury,Hampshire
Mappleton,East Riding of Yorkshire
Heydour,Lincolnshire
Croft,Herefordshire
Lower Soudley,Gloucestershire
Whitchurch,Buckinghamshire
Wheelock,Cheshire East
Foveran,Aberdeenshire
Ovingham,Northumberland
Kintore,Aberdeenshire
Hemingstone,Suffolk
Bladon,Oxfordshire
Westfield,Gloucestershire
Forkill,"Newry, Mourne and Down"
Broome,Shropshire
Badluchrach,Highland
Kiddemore Green,Staffordshire
Dyke,Moray
Rainford,St. Helens
Needham Market,Cambridgeshire
Cairndow,Argyll and Bute
Stelling,Kent
Broughton,Staffordshire
Marchwiel,Wrexham
Polloch,Argyll and Bute
Middle Kames,Argyll and Bute
Cribyn,Ceredigion
Horbling,Lincolnshire
Willaston,Cheshire East
Glenluce,Dumfries and Galloway
Aberthaw,"Vale of Glamorgan, The"
Galleywood,Essex
Abergavenny,Monmouthshire
Glasserton,Dumfries and Galloway
Capel-Cynon,Ceredigion
Stansted,Kent
Martock,Somerset
Soberton,Hampshire
Longdon,Staffordshire
Natland,Cumbria
Glasgow,Glasgow City
Willaston,Cheshire West and Chester
Cropwell Bishop,Nottinghamshire
North Widcombe,Bath and North East Somerset
Belper,Derbyshire
Heptonstall,Calderdale
Gourock,Inverclyde
Port Henderson,Highland
Nuneaton,Warwickshire
Holt,Wiltshire
Bunkers Hill,Lincolnshire
Blackwood,South Lanarkshire
Helen's Bay,Ards and North Down
Donaghey,Mid Ulster
Kirdford,West Sussex
Brookthorpe,Gloucestershire
Caldecote,Hertfordshire
East Halton,North Lincolnshire
Shalden,Hampshire
Bremhill,Wiltshire
Appleton,Warrington
Gurnard,Isle of Wight
Little Driffield,East Riding of Yorkshire
Letton,Herefordshire
Callanish,Eilean Siar
Westley Waterless,Cambridgeshire
Pen-rhos,Powys
Huntspill,Somerset
Exton,Rutland
Tring,Hertfordshire
Kingsmuir,Angus
Wilby,Norfolk
Burtonwood,Warrington
Great Torrington,Devon
Higher Thrushgill,Lancashire
Holywell,Cambridgeshire
South Kyme,Lincolnshire
Wickersley,Rotherham
Stonehouse,Gloucestershire
Ballywalter,Ards and North Down
Stallingborough,North East Lincolnshire
Hepple,Northumberland
Cadeleigh,Devon
Shelford,Nottinghamshire
Tatterford,Norfolk
Meopham,Kent
Heslington,York
Town Green,Lancashire
Achnaba,Argyll and Bute
Bar Hall,Ards and North Down
Eckington,Worcestershire
Warmington,Warwickshire
Whittingham,Northumberland
Grangetown,Redcar and Cleveland
Croig,Argyll and Bute
Ormesby,Middlesbrough
Swinderby,Lincolnshire
Marton,Shropshire
Scalford,Leicestershire
Bawburgh,Norfolk
South Killingholme,Lincolnshire
Wordwell,Suffolk
Willington Quay,South Tyneside
Butterwick,North Yorkshire
Eartham,West Sussex
Swinstead,Lincolnshire
Streatham,Lambeth
Yeovilton,Somerset
Sheffield,Sheffield
Rotherfield Peppard,Oxfordshire
Berrington,Shropshire
Felindre,Powys
Nocton,Lincolnshire
Ffrith,Wrexham
Easter Gaulrig,Moray
Great Tey,Essex
Leake,North Yorkshire
Newton,South Lanarkshire
Holberrow Green,Worcestershire
Kneesall,Nottinghamshire
Saltby,Leicestershire
Arksey,Doncaster
Sebergham,Cumbria
Corrybrough,Highland
Burstow,Surrey
Hasbury,Dudley
Ringstead,Norfolk
Magheralin,"Armagh, Banbridge and Craigavon"
Moneyneany,Mid Ulster
Drybridge,Moray
Galdanagh,Mid and East Antrim
Chigwell,Essex
Wyton,Cambridgeshire
Achintraid,Highland
Swavesey,Cambridgeshire
Innellan,Argyll and Bute
Fishlake,Doncaster
Capel Saint Mary,Suffolk
Shepton Montague,Somerset
Fort Augustus,Highland
Horninglow,Staffordshire
Wilby,Northamptonshire
Tarlton,Gloucestershire
Woolland,Dorset
Shalfleet,Isle of Wight
Irvine,North Ayrshire
Portesham,Dorset
Hartland,Devon
Pensilva,Cornwall
Ellemford,"Scottish Borders, The"
Moorefield,"Armagh, Banbridge and Craigavon"
Hope Bowdler,Shropshire
Coedely,Rhondda Cynon Taff
Haigh,Bolton
Brinkhill,Lincolnshire
Bickley,Bromley
Hirst,Northumberland
Wreay,Cumbria
Haslingden,Lancashire
Elmesthorpe,Leicestershire
Great Ormside,Cumbria
Grasby,Lincolnshire
Roberton,"Scottish Borders, The"
Croesyceilog,Carmarthenshire
Sarn,Powys
Little Hulton,Salford
North Curry,Somerset
Milngavie,East Dunbartonshire
Coleshill,Oxfordshire
Ashen,Essex
Armthorpe,Doncaster
Hazelhead,Barnsley
Eccles,"Scottish Borders, The"
Mangersta,Eilean Siar
Clachan,Argyll and Bute
Bare,Lancashire
Llanilar,Ceredigion
Gyfelia,Wrexham
Langford,Oxfordshire
Waringfield,Lisburn and Castlereagh
Wyddial,Hertfordshire
Upton Magna,Shropshire
Aston Rowant,Oxfordshire
Wentworth,Rotherham
Nantycaws,Carmarthenshire
Hook,Kingston upon Thames
Mundesley,Norfolk
Newby Bridge,Cumbria
Mill Loughan,Causeway Coast and Glens
Burringham,North Lincolnshire
Weeke,Hampshire
Maryport,Cumbria
Cuxton,Medway
Camrose,Pembrokeshire
Johnby,Cumbria
Cults,Aberdeen City
Sibdon Carwood,Shropshire
Balnaboth,Angus
Garboldisham,Norfolk
Killichronan,Argyll and Bute
Hundon,Suffolk
Southgate,Enfield
Bourton on Dunsmore,Warwickshire
Corfe Mullen,Dorset
Bulkworthy,Devon
Turnditch,Derbyshire
Earlswood,Surrey
Sinnington,North Yorkshire
Stranocum,Causeway Coast and Glens
Ballyvoy,Causeway Coast and Glens
Hayfield,Argyll and Bute
Hadleigh,Suffolk
Thornley,Durham
East Barsham,Norfolk
Ipsden,Oxfordshire
Market Weighton,East Riding of Yorkshire
Newbiggin,Cumbria
Galtrigill,Highland
Bedfield,Suffolk
Bletchingley,Surrey
Middleton,Bradford
Pontarsais,Carmarthenshire
Edlington,Lincolnshire
Knucklas,Powys
Alltwen,Swansea
Huby,North Yorkshire
Dumbleton,Gloucestershire
Old Malton,North Yorkshire
Arkesden,Essex
Poslingford,Suffolk
Walwyn's Castle,Pembrokeshire
Burton,Pembrokeshire
Dornie,Highland
Carleton,Dumfries and Galloway
Grimston,Norfolk
Middle Aston,Oxfordshire
Cooneen,Fermanagh and Omagh
Doularg,South Ayrshire
Elmley,Kent
Fivemiletown,Mid Ulster
Cliffe,Medway
Dunham,Nottinghamshire
Rockbeare,Devon
Upper Clatford,Hampshire
Ulgham,Northumberland
Balmerino,Fife
Woodford,Wiltshire
Stogursey,Somerset
Marshfield,Newport
Trusthorpe,Lincolnshire
West Hartlepool,Hartlepool
Gwredog,Isle of Anglesey
Great Cheverell,Wiltshire
Langbank,Renfrewshire
Egloskerry,Cornwall
Semley,Wiltshire
Ruan Lanihorne,Cornwall
Daljarrock,South Ayrshire
Todenham,Gloucestershire
Rogate,West Sussex
Muirhead,Angus
Sea Mills,"Bristol, City of"
Greencastle,Fermanagh and Omagh
Dinorben,Conwy
Redland,Orkney Islands
Culmstock,Devon
West Keal,Lincolnshire
Kirby Knowle,North Yorkshire
Sinclairtown,Fife
North Kyme,Lincolnshire
Chillenden,Kent
Badby,Northamptonshire
Tullyardan,Derry and Strabane
Royston,Barnsley
Hornsey,Haringey
Lasswade,Midlothian
Glenarm,Mid and East Antrim
Sidley,East Sussex
Waxholme,East Riding of Yorkshire
Kenwyn,Cornwall
South Normanton,Derbyshire
Evelix,Highland
Alltnacaillich,Highland
Chequerbent,Bolton
Laphroaig,Argyll and Bute
Wymeswold,Leicestershire
Greencastle,"Newry, Mourne and Down"
Inchbare,Angus
Talaton,Devon
Sedgwick,Cumbria
Borgue,Dumfries and Galloway
Ruswarp,North Yorkshire
Brumby,North Lincolnshire
East Raynham,Norfolk
Fetteresso,Aberdeenshire
Nether Broughton,Leicestershire
Burton,Flintshire
Boreraig,Highland
Goldcliff,Newport
Little Hautbois,Norfolk
Milton,Oxfordshire
Brokenborough,Wiltshire
Eyemouth,"Scottish Borders, The"
Crawley,West Sussex
Great Witley,Worcestershire
Cooling,Medway
Llandenny,Monmouthshire
Little Mill,Monmouthshire
Osmington,Dorset
Mawdesley,Lancashire
Sandwick,Shetland Islands
Creggan,"Newry, Mourne and Down"
East Lutton,North Yorkshire
Sturry,Kent
Dollar,Clackmannanshire
Bishopbriggs,East Dunbartonshire
Penistone,Barnsley
Tayvallich,Argyll and Bute
Shipham,Somerset
Tinwald,Dumfries and Galloway
Cwmbran,Torfaen
Aldingham,Cumbria
Althorne,Essex
Cassington,Oxfordshire
Bepton,West Sussex
Odstock,Wiltshire
Dolanog,Powys
Eardiston,Shropshire
Llanychaiarn,Ceredigion
Bankhead,Dumfries and Galloway
Sale,Trafford
Little Smeaton,North Yorkshire
Great Habton,North Yorkshire
Llanferres,Denbighshire
Manish,Eilean Siar
Weymouth,Dorset
Porthkerry,"Vale of Glamorgan, The"
Hill,South Gloucestershire
Rowantree,South Ayrshire
Cove,Hampshire
Dalton in Furness,Cumbria
Bramber,West Sussex
Whatfield,Suffolk
Catacol,North Ayrshire
North Tuddenham,Norfolk
Thorney,Peterborough
Letchworth,Hertfordshire
Probus,Cornwall
Imachar,North Ayrshire
Doagh,Antrim and Newtownabbey
Caerhun,Conwy
Saint Vigeans,Angus
Stonehouse,South Lanarkshire
Bunaveneadar,Eilean Siar
Westbourne,West Sussex
Goadby,Leicestershire
Plumstead,Norfolk
Welford,Northamptonshire
Bisham,Windsor and Maidenhead
Latchford,Warrington
Berkhampstead,Hertfordshire
Hanwell,Oxfordshire
Shrawardine,Shropshire
Cawston,Norfolk
Virginstow,Devon
Ambrosden,Oxfordshire
Trumpan,Highland
Ryeland,South Lanarkshire
Barton-le-Clay,Central Bedfordshire
Hatton,Warwickshire
Woodford Green,Redbridge
Rushton Spencer,Staffordshire
Auckingill,Highland
Matfield,Kent
Horninghold,Leicestershire
Sylen,Carmarthenshire
Tugby,Leicestershire
Moonzie,Fife
Findern,Derbyshire
Besthorpe,Norfolk
Gracefield,Mid Ulster
Ossington,Nottinghamshire
Oswaldkirk,North Yorkshire
East Wellow,Hampshire
Dengie,Essex
Hambleton,Lancashire
Churchtown,Mid Ulster
Morenish,Perth and Kinross
Landford,Wiltshire
Lennoxlove,East Lothian
Port Tennant,Swansea
Clydach,Swansea
Axminster,Devon
Wixford,Warwickshire
Upper Marden,West Sussex
Godmanchester,Cambridgeshire
Harecastle,Staffordshire
Wellingborough,Northamptonshire
Whitsome,"Scottish Borders, The"
Kirksanton,Cumbria
Shipton,North Yorkshire
Chelborough,Dorset
Tenterden,Kent
Lofthouse,North Yorkshire
Charlton Marshall,Dorset
Tarrant Keynston,Dorset
Wrecsam,Wrexham
Frecheville,Sheffield
Lizard,Cornwall
Saxlingham Nethergate,Norfolk
Enniskillen,Fermanagh and Omagh
Cadney,North Lincolnshire
Galmisdale,Highland
Brightling,East Sussex
Burton Coggles,Lincolnshire
Auchleven,Aberdeenshire
Marr,Doncaster
Barton Saint David,Somerset
Holybourne,Hampshire
Long Marston,North Yorkshire
Hollingwood,Derbyshire
Selside,North Yorkshire
Wolferton,Norfolk
Thorpe Satchville,Leicestershire
Redmire,North Yorkshire
Great Ness,Shropshire
Shepshed,Leicestershire
Merstham,Surrey
Unish,Highland
Bradninch,Devon
Burton Leonard,North Yorkshire
Wootton,Northamptonshire
Leighton Buzzard,Central Bedfordshire
East Allington,Devon
Aswardby,Lincolnshire
Doune,Stirling
Harbrough,Kent
Coalcleugh,Durham
Llandyry,Carmarthenshire
Cardington,Shropshire
Beltinge,Kent
Balnakeil,Highland
Selling,Kent
Radstone,Northamptonshire
Coveney,Cambridgeshire
Hemel Hempstead,Hertfordshire
Aubourn,Lincolnshire
Rhydargaeau,Carmarthenshire
Hawley,Hampshire
Monzie,Perth and Kinross
Moston,Manchester
Headcorn,Kent
Tilley,Shropshire
Cressing,Essex
Pencombe,Herefordshire
Leitholm,"Scottish Borders, The"
Worlaby,North Lincolnshire
Harpsden,Oxfordshire
East Williamston,Pembrokeshire
Chobham,Surrey
Stanley,Perth and Kinross
Law,South Lanarkshire
Bedburn,Durham
Baylham,Suffolk
Alfriston,East Sussex
Balmacara,Highland
Spitalfields,Tower Hamlets
Welford,West Berkshire
Warenford,Northumberland
Ditton Priors,Shropshire
Mowhan,"Armagh, Banbridge and Craigavon"
Broom,Worcestershire
Teversham,Cambridgeshire
Twineham,West Sussex
Kents Bank,Cumbria
Chattenden,Medway
Rayne,Essex
Bridgemary,Hampshire
Kingston,Moray
Hutton Magna,Durham
Thornton,Fife
Shenley Church End,Milton Keynes
Narberth,Pembrokeshire
Childswickham,Worcestershire
Heyshott,West Sussex
Kingsbury,Warwickshire
Tarbrax,South Lanarkshire
Edgware,Barnet
Hatton,Aberdeenshire
Wallerscote,Cheshire West and Chester
Crockham Hill,Kent
Clare,Suffolk
Tonfanau,Gwynedd
Winterbourne Earls,Wiltshire
Gaywood,Norfolk
Melbourne,East Riding of Yorkshire
High Halden,Kent
Skelmanthorpe,Kirklees
Rowde,Wiltshire
Ivegill,Cumbria
Barrhill,South Ayrshire
Comrie,Perth and Kinross
Newport,Isle of Wight
Buxted,East Sussex
Poltimore,Devon
Blitterlees,"Edinburgh, City of"
Fletching,East Sussex
Donington,Lincolnshire
Inverdruie,Highland
Manaccan,Cornwall
Haselbury Plucknett,Somerset
Eglish,Mid Ulster
Foxton,Cambridgeshire
Bason Bridge,Somerset
Coanwood,Northumberland
Southbourne,Bournemouth
Flash,Staffordshire
Leek Wootton,Warwickshire
Chatley,Essex
Daliburgh,Eilean Siar
Seaton,Rutland
Milton,Cambridgeshire
Caynham,Shropshire
Middleton,Warwickshire
Brushford,Somerset
Cobairdy,Aberdeenshire
Sudbury,Derbyshire
Mepal,Cambridgeshire
Farnham,Suffolk
Brimington,Derbyshire
Ellingham,Northumberland
Urquhart,Moray
Clixby,Lincolnshire
Duffield,Derbyshire
West Peckham,Kent
Lower Assendon,Oxfordshire
Crossaig,Argyll and Bute
Hillfoot,East Dunbartonshire
Dunning,Perth and Kinross
Didcot,Oxfordshire
Church,Lancashire
Knockarevan,Fermanagh and Omagh
Bishops Caundle,Dorset
Moddershall,Staffordshire
Offchurch,Warwickshire
Ridsdale,Northumberland
Reydon,Suffolk
Kingswood,Warwickshire
Whitleybridge,North Yorkshire
Moneydig,Causeway Coast and Glens
Wartnaby,Leicestershire
Westow,North Yorkshire
Drumahoe,Derry and Strabane
Birse,Aberdeenshire
Clent,Worcestershire
Little Hadham,Hertfordshire
Belbroughton,Worcestershire
Rowhedge,Essex
Cushendun,Causeway Coast and Glens
Osbournby,Lincolnshire
Rousky,Fermanagh and Omagh
Craigellachie,Moray
Sherbourne,Gloucestershire
Horton,Staffordshire
Landore,Swansea
Tunstall,Kent
West Ashby,Lincolnshire
Owmby,Lincolnshire
New Barnet,Barnet
Ballydrain,Ards and North Down
Ashwell,Hertfordshire
Synod,Ceredigion
Histon,Cambridgeshire
Wolverton,Warwickshire
Saint Enoder,Cornwall
Clowne,Derbyshire
Magheraveely,Fermanagh and Omagh
Gilmerton,Perth and Kinross
Wilton,Redcar and Cleveland
